entry,patch,KillCredit1,KillCredit2,modelid_1,modelid_2,modelid_3,modelid_4,name,subname,gossip_menu_id,minlevel,maxlevel,minhealth,maxhealth,minmana,maxmana,armor,faction_A,faction_H,npcflag,speed_walk,speed_run,scale,rank,mindmg,maxdmg,dmgschool,attackpower,dmg_multiplier,baseattacktime,rangeattacktime,unit_class,unit_flags,dynamicflags,family,trainer_type,trainer_spell,trainer_class,trainer_race,minrangedmg,maxrangedmg,rangedattackpower,type,type_flags,lootid,pickpocketloot,skinloot,resistance1,resistance2,resistance3,resistance4,resistance5,resistance6,spell1,spell2,spell3,spell4,PetSpellDataId,mingold,maxgold,AIName,MovementType,InhabitType,Civilian,RacialLeader,RegenHealth,equipment_id,trainer_id,vendor_id,MechanicImmuneMask,SchoolImmuneMask,flags_extra,ScriptName
1896,0,0,0,729,0,0,0,Moonrage Elder,,0,14,15,823,889,0,0,566,16,16,0,1.19,1.14286,0.0,1,61.0,78.0,0,74,1.0,1533,1686,0,0,0,0,0,0,0,0,20.232,27.819,100,7,8,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,,1,3,0,0,1,0,0,0,0,0,0,
1901,0,0,0,3053,0,0,0,Kelstrum Stonebreaker,Warrior Trainer,4684,45,45,2972,2972,1857,1857,2725,57,57,19,1.17,1.14286,0.0,0,72.0,93.0,0,204,1.0,1500,2000,1,4608,0,0,0,0,1,0,61.776,84.942,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,1853,0,0,0,0,2,
1907,0,0,0,4923,0,0,0,Naga Explorer,,0,43,44,2077,2141,0,0,2200,74,74,0,1.0,1.14286,0.0,0,85.0,109.0,0,194,1.0,2000,2000,1,32768,0,0,0,0,0,0,63.7824,87.7008,100,7,0,1907,1907,0,0,0,0,0,0,0,0,0,0,0,0,78,107,EventAI,1,3,0,0,1,830,0,0,0,0,0,
1908,0,0,0,540,0,0,0,Vile Fin Oracle,,0,19,20,402,569,456,490,698,18,18,0,0.94,1.14286,0.0,0,27.0,34.0,0,90,1.0,2000,2000,2,32768,0,0,0,0,0,0,30.096,41.382,100,7,0,1908,1908,0,0,0,0,0,0,0,2606,11986,0,0,0,29,43,EventAI,1,3,0,0,1,0,0,0,0,0,0,
1909,0,0,0,757,0,0,0,Vile Fin Lakestalker,,0,18,19,376,387,408,456,668,18,18,0,0.94,1.14286,0.0,0,25.0,32.0,0,88,1.0,2000,2000,2,32768,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1909,1909,0,0,0,0,0,0,0,5605,0,0,0,0,23,35,EventAI,1,3,0,0,1,604,0,0,0,0,0,
1910,0,0,0,2597,0,0,0,Muad,,0,10,10,185,185,286,286,426,18,18,0,0.9,1.14286,0.0,4,18.0,31.0,0,62,1.0,1566,2000,2,32768,0,0,0,0,0,0,15.1624,20.8483,100,7,0,1910,0,0,0,0,0,0,0,0,2607,0,0,0,0,10,17,EventAI,1,3,0,0,1,838,0,0,0,0,0,
1911,0,0,0,1994,0,0,0,Deeb,,0,12,12,229,229,373,373,479,18,18,0,1.0,1.14286,0.0,4,50.0,64.0,0,66,1.0,1550,2000,2,32768,0,0,0,0,0,0,17.732,24.3815,100,7,0,1911,0,0,0,0,0,0,0,0,2607,0,0,0,0,12,21,EventAI,1,3,0,0,1,838,0,0,0,0,0,
1912,0,0,0,3602,0,0,0,Dalaran Protector,,0,14,15,298,327,0,0,660,76,76,0,0.94,1.14286,0.0,0,21.0,27.0,0,74,1.0,2000,2000,1,32768,0,0,0,0,0,0,25.7664,35.4288,100,7,0,1912,1912,0,0,0,0,50,0,0,3615,0,0,0,0,16,26,EventAI,1,3,0,0,1,1788,0,0,0,0,0,
1913,0,0,0,3592,0,0,0,Dalaran Warder,,0,16,17,354,382,0,0,731,76,76,0,0.94,1.14286,0.0,0,24.0,31.0,0,80,1.0,2000,2000,1,32768,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1913,0,0,0,0,0,50,0,0,3615,0,0,0,0,19,30,EventAI,0,3,0,0,1,1942,0,0,0,0,0,
1914,0,0,0,3559,3561,0,0,Dalaran Mage,,0,15,16,306,332,790,856,373,76,76,0,0.94,1.14286,1.15,0,21.0,26.0,0,76,1.0,2000,2000,8,0,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1914,1914,0,0,0,0,50,0,30,134,20793,4979,0,0,16,26,EventAI,1,3,0,0,1,96,0,0,0,0,0,
1915,0,0,0,3581,3583,0,0,Dalaran Conjuror,,0,17,18,350,461,938,1020,412,76,76,0,0.94,1.14286,1.15,0,23.0,29.0,0,84,1.0,2000,2000,8,0,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1915,1915,0,0,0,0,50,0,30,12746,20798,20791,0,0,19,30,EventAI,0,3,0,0,1,110,0,0,0,0,0,
1916,0,0,0,11405,0,0,0,Stephen Bhartec,,0,2,3,54,74,0,0,29,7,7,0,0.8,1.14286,0.0,0,3.0,4.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,3.5024,4.8158,100,6,0,1916,1916,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,3,0,0,1,365,0,0,8602131,0,0,
1917,0,0,0,3668,0,0,0,Daniel Ulfman,,0,2,3,71,80,0,0,20,7,7,0,0.8,1.14286,0.0,0,3.0,5.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,3.5024,4.8158,100,6,0,1917,1917,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,3,0,0,1,365,0,0,8388624,0,0,
1918,0,0,0,569,0,0,0,Karrel Grayves,,0,2,3,64,71,0,0,20,7,7,0,0.9,1.14286,0.0,0,4.0,5.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,0.0,0.0,0,6,0,1918,1918,0,0,0,0,0,0,0,0,0,0,0,0,1,5,EventAI,0,3,0,0,1,365,0,0,8388624,0,0,
1919,0,0,0,10977,0,0,0,Samuel Fipps,,0,5,5,112,112,0,0,120,7,7,0,0.9,1.14286,0.0,0,6.0,7.0,0,52,1.0,2000,2000,1,0,0,0,0,0,0,0,8.624,11.858,100,6,0,1919,1919,0,0,0,0,0,0,0,0,0,0,0,0,3,9,,0,3,0,0,1,365,0,0,8388624,0,0,
1920,0,0,0,3589,0,0,0,Dalaran Spellscribe,,0,21,21,438,438,1272,1272,480,76,76,0,0.94,1.14286,0.0,4,97.0,124.0,0,94,1.0,1466,2000,8,32768,0,0,0,0,0,0,29.6792,40.8089,100,7,0,1920,0,0,0,0,0,50,0,0,15784,0,5276,0,0,25,38,EventAI,1,3,0,0,1,1022,0,0,0,0,0,
1921,0,0,0,3019,0,0,0,Combat Dummy,,0,1,1,64,64,0,0,20,914,914,0,0.91,1.14286,0.0,0,10.0,11.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,3,0,0,1,0,0,0,8405008,0,2,
1922,0,0,0,380,0,0,0,Gray Forest Wolf,,0,7,8,146,155,0,0,316,38,38,0,0.82,1.14286,0.0,0,9.0,12.0,0,58,1.0,1700,2000,1,0,0,1,0,0,0,0,13.4464,18.4888,100,1,1,1922,0,1922,0,0,0,0,0,0,0,0,0,0,5938,0,0,EventAI,1,1,0,0,1,0,0,0,0,0,0,
1923,0,0,0,741,0,0,0,Bloodsnout Worg,,0,16,17,354,384,0,0,748,38,38,0,0.94,1.14286,0.0,0,27.0,34.0,0,80,1.0,2000,2000,1,0,0,1,0,0,0,0,26.048,35.816,100,1,1,1923,0,1923,0,0,0,0,0,0,0,0,0,0,5947,0,0,,1,1,0,0,1,0,0,0,0,0,0,
1924,0,0,0,574,0,0,0,Moonrage Bloodhowler,,0,15,16,326,350,0,0,713,24,24,0,0.94,1.14286,0.0,0,23.0,30.0,0,76,1.0,2000,2000,1,0,0,0,0,0,0,0,27.2272,37.4374,100,7,0,1924,0,1924,0,0,0,0,0,0,3264,0,0,0,0,18,29,EventAI,1,3,0,0,1,0,0,0,0,0,0,
1931,0,0,0,11428,0,0,0,Captured Scarlet Zealot,,0,9,9,372,372,0,0,20,71,71,2,0.9,1.14286,0.0,0,9.0,13.0,0,60,1.0,2000,2000,1,256,0,0,0,0,0,0,15.2064,20.9088,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
1933,0,0,0,856,857,0,0,Sheep,,0,3,3,14,14,0,0,20,31,31,0,1.05,1.14286,0.0,0,3.0,5.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,1.76,2.42,100,8,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,2,npc_critter
1934,0,0,0,3532,0,0,0,Tirisfal Farmer,,0,6,7,135,159,0,0,20,67,67,0,0.9,1.14286,0.0,0,7.0,7.0,0,56,1.0,3200,2000,1,32768,0,0,0,0,0,0,13.4464,18.4888,100,7,0,1934,1934,0,0,0,0,0,0,0,0,0,0,0,0,5,12,EventAI,1,3,0,0,1,523,0,0,0,0,0,
1935,0,0,0,3534,0,0,0,Tirisfal Farmhand,,0,5,6,101,120,0,0,20,67,67,0,0.9,1.14286,0.0,0,6.0,8.0,0,54,1.0,3200,2000,1,32768,0,0,0,0,0,0,13.4464,18.4888,100,7,0,1935,1935,0,0,0,0,0,0,0,0,0,0,0,0,4,10,EventAI,1,3,0,0,1,523,0,0,0,0,0,
1936,0,0,0,3535,0,0,0,Farmer Solliden,,0,8,8,155,155,0,0,316,67,67,0,0.9,1.14286,0.0,4,14.0,24.0,0,58,1.0,1583,2000,1,32768,0,0,0,0,0,0,12.5352,17.2359,100,7,0,1936,0,0,0,0,0,0,0,0,11976,0,0,0,0,7,14,EventAI,1,3,0,0,1,523,0,0,0,0,0,
1937,0,0,0,1661,0,0,0,Apothecary Renferrel,Royal Apothecary Society,0,14,14,594,594,0,0,20,71,71,2,0.94,1.14286,0.0,0,15.0,19.0,0,70,1.0,2000,2000,1,4608,0,0,0,0,0,0,23.0384,31.6778,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,536,0,0,0,0,2,
1938,0,0,0,1278,0,0,0,Dalar Dawnweaver,,0,21,21,980,980,0,0,888,71,71,2,0.94,1.14286,0.0,0,24.0,32.0,0,94,1.0,2000,2000,1,37376,0,0,0,0,0,0,33.264,45.738,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,85,0,0,0,0,2,
1939,0,0,0,10851,0,0,0,Rot Hide Brute,,0,16,17,354,384,0,0,734,70,70,0,0.94,1.14286,0.0,0,24.0,31.0,0,80,1.0,2000,2000,1,0,0,0,0,0,0,0,35.6224,48.9808,100,6,0,1939,1939,0,0,0,0,0,0,0,3237,11971,0,0,0,20,31,EventAI,0,3,0,0,1,446,0,0,8388624,0,0,
1940,0,0,0,10855,0,0,0,Rot Hide Plague Weaver,,0,17,18,348,374,390,408,637,70,70,0,0.94,1.14286,0.0,0,23.0,30.0,0,84,1.0,2000,2000,2,0,0,0,0,0,0,0,28.6704,39.4218,100,6,0,1940,1940,0,0,0,0,0,0,0,3237,3256,20798,0,0,20,30,EventAI,1,3,0,0,1,468,0,0,8388624,0,0,
1941,0,0,0,10853,0,0,0,Rot Hide Graverobber,,0,6,7,129,142,0,0,212,70,70,0,0.9,1.14286,0.0,0,7.0,10.0,0,56,1.0,2000,2000,1,0,0,0,0,0,0,0,13.4464,18.4888,100,6,0,1941,1941,0,0,0,0,0,0,0,3237,0,0,0,0,5,12,EventAI,1,3,0,0,1,766,0,0,8388624,0,0,
1942,0,0,0,858,0,0,0,Rot Hide Savage,,0,18,19,413,447,0,0,800,70,70,0,0.94,1.14286,0.0,0,27.0,34.0,0,88,1.0,2000,2000,1,0,0,0,0,0,0,0,28.6704,39.4218,100,6,0,1942,1942,0,0,0,0,0,0,0,3237,3258,0,0,0,22,33,EventAI,1,3,0,0,1,717,0,0,8388624,0,0,
1943,0,0,0,10856,0,0,0,Raging Rot Hide,,0,18,19,415,446,484,484,20,70,70,0,0.94,1.14286,0.0,0,27.0,34.0,0,88,1.0,1500,2000,1,0,0,0,0,0,0,0,31.504,43.318,100,6,0,1943,1943,0,0,0,0,0,0,0,0,0,0,0,0,22,34,EventAI,0,3,0,0,1,1943,0,0,8388624,0,0,
1944,0,0,0,10850,0,0,0,Rot Hide Bruiser,,0,22,22,554,554,0,0,922,70,70,0,0.94,1.14286,0.0,4,97.0,124.0,0,98,1.0,1466,2000,1,0,0,0,0,0,0,0,29.6792,40.8089,100,6,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,EventAI,1,3,0,0,1,381,0,0,8388624,0,0,
1946,0,0,0,10772,0,0,0,Lillith Nefara,,0,12,12,262,262,0,0,573,14,14,0,0.99,1.14286,1.0,0,30.0,35.0,0,66,1.0,1860,2046,0,0,0,0,0,0,0,0,21.2784,29.2578,100,6,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,,0,3,0,0,1,0,0,0,8413718,0,0,
1947,0,0,0,4430,0,0,0,Thule Ravenclaw,,0,24,24,1570,1570,1202,1202,670,70,70,0,0.94,1.14286,0.0,1,112.0,144.0,0,104,1.0,1450,2000,8,0,0,0,0,0,0,0,31.9,43.8625,100,7,8,1947,0,0,0,0,0,0,0,0,20800,7655,706,0,0,106,143,EventAI,0,3,0,0,1,110,0,0,0,0,0,
1948,0,0,0,965,0,0,0,Snarlmane,,0,23,23,883,883,0,0,957,70,70,0,0.94,1.14286,0.0,4,106.0,137.0,0,100,1.0,1450,2000,1,0,0,0,0,0,0,0,31.9,43.8625,100,6,0,1948,0,0,0,0,0,0,0,0,3387,0,0,0,0,32,47,EventAI,1,3,0,0,1,667,0,0,8388624,0,0,
1949,0,0,0,5015,0,0,0,Servant of Azora,,0,10,10,413,413,0,0,361,11,11,2,1.12,1.14286,1.15,0,11.0,15.0,0,62,1.0,2000,2000,1,4096,0,0,0,0,0,0,16.632,22.869,100,7,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,,0,3,0,0,1,0,0,0,0,0,0,
1950,0,0,0,3540,0,0,0,Rane Yorick,Deathstalker,0,15,15,644,644,0,0,20,71,71,2,0.94,1.14286,0.0,0,17.0,22.0,0,74,1.0,2000,2000,1,4608,0,0,0,0,0,0,24.552,33.759,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,671,0,0,0,0,2,
1951,0,0,0,3541,0,0,0,Quinn Yorick,Deathstalker,0,14,14,594,594,0,0,20,71,71,2,0.94,1.14286,0.0,0,15.0,19.0,0,70,1.0,2000,2000,1,4608,0,0,0,0,0,0,23.0384,31.6778,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
1952,0,0,0,3545,0,0,0,High Executor Hadrec,,0,30,30,1605,1605,0,0,1200,71,71,2,0.94,1.14286,0.0,0,42.0,53.0,0,122,1.0,2000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,308,0,0,0,0,2,
1953,0,0,0,863,0,0,0,Lake Skulker,,0,15,16,326,355,0,0,695,14,14,0,0.94,1.14286,0.0,0,23.0,30.0,0,76,1.0,2000,2000,1,0,0,0,0,0,0,0,28.6704,39.4218,100,4,0,1953,0,0,0,0,0,0,0,0,6866,0,0,0,0,18,28,EventAI,1,3,0,0,1,0,0,0,16384,0,0,
1954,0,0,0,9009,0,0,0,Elder Lake Skulker,,0,16,16,322,322,357,390,608,14,14,0,0.94,1.14286,0.0,0,23.0,30.0,0,76,1.0,2000,2000,2,0,0,0,0,0,0,0,28.6704,39.4218,100,4,0,1954,0,0,0,0,0,0,0,0,6866,9616,0,0,0,18,28,EventAI,1,3,0,0,1,0,0,0,16384,0,0,
1955,0,0,0,2567,0,0,0,Lake Creeper,,0,17,18,390,415,0,0,765,14,14,0,0.94,1.14286,0.0,0,27.0,34.0,0,84,1.0,2000,2000,1,0,0,0,0,0,0,0,28.6704,39.4218,100,4,0,1955,0,0,0,0,0,0,0,0,6870,0,0,0,0,20,32,EventAI,1,3,0,0,1,0,0,0,16384,0,0,
1956,0,0,0,631,0,0,0,Elder Lake Creeper,,0,18,19,396,447,0,0,801,14,14,0,0.94,1.14286,0.0,0,27.0,34.0,0,88,1.0,2000,2000,1,0,0,0,0,0,0,0,28.6704,39.4218,100,4,0,1956,0,0,0,0,0,0,0,0,11922,6870,0,0,0,22,34,EventAI,1,3,0,0,1,0,0,0,16384,0,0,
1957,0,0,0,1994,0,0,0,Vile Fin Shorecreeper,,0,16,17,355,379,0,0,731,18,18,0,0.94,1.14286,0.0,0,24.0,31.0,0,80,1.0,2000,2000,1,32768,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1957,1957,0,0,0,0,0,0,0,1776,15582,0,0,0,20,31,EventAI,1,3,0,0,1,397,0,0,0,0,0,
1958,0,0,0,2597,0,0,0,Vile Fin Tidecaller,,0,17,18,267,325,390,408,639,18,18,0,1.05,1.14286,0.0,0,23.0,30.0,0,84,1.0,2000,2000,2,32768,0,0,0,0,0,0,28.6704,39.4218,100,7,0,1958,1958,0,0,0,0,0,0,0,11831,0,0,0,0,22,33,EventAI,1,3,0,0,1,0,0,0,0,0,0,
1959,0,0,0,1891,0,0,0,Mountaineer Barleybrew,,0,20,20,919,919,0,0,852,57,57,2,1.02,1.14286,0.0,0,24.0,31.0,0,90,1.0,1810,1991,1,0,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,10,0,0,0,0,0,
1960,0,0,0,5131,0,0,0,Pilot Hammerfoot,,0,17,17,748,748,0,0,20,57,57,2,1.25,1.14286,0.0,0,17.0,22.0,0,80,1.0,1840,2024,1,0,0,0,0,0,0,0,27.5264,37.8488,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,752,0,0,0,0,2,
1961,0,0,0,913,0,0,0,Mangeclaw,,0,11,11,219,219,0,0,538,44,44,0,0.99,1.14286,0.0,0,16.0,19.0,0,64,1.0,2000,2046,1,0,0,4,0,0,0,0,21.2784,29.2578,100,1,1,1961,0,1961,0,0,0,0,0,0,3242,0,0,0,5814,0,0,EventAI,1,1,0,0,1,0,0,0,0,0,0,
1963,0,0,0,1404,0,0,0,Vidra Hearthstove,,0,10,10,413,413,0,0,20,57,57,2,0.96,1.14286,0.0,0,9.0,13.0,0,62,1.0,1500,2000,1,4608,0,0,0,0,0,0,16.808,23.111,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,555,0,0,0,0,2,
1965,0,0,0,1567,0,0,0,Mountaineer Thalos,,0,15,15,644,644,0,0,20,57,57,2,0.99,1.14286,0.0,0,17.0,22.0,0,74,1.0,1860,2046,1,0,0,0,0,0,0,0,24.552,33.759,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,458,0,0,0,0,2,
1971,0,0,0,1065,0,0,0,Ivar the Foul,,0,13,13,303,303,0,0,608,21,21,0,0.94,1.14286,0.0,0,19.0,23.0,0,68,1.0,2000,2000,1,0,0,0,0,0,0,0,21.2784,29.2578,100,6,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,EventAI,0,3,0,0,1,0,0,0,8388624,0,0,
1972,0,0,0,564,0,0,0,Grimson the Pale,,0,15,15,332,332,0,0,677,24,24,0,0.94,1.14286,0.0,0,21.0,26.0,0,74,1.0,2000,2000,1,0,0,0,0,0,0,0,25.7664,35.4288,100,7,0,1972,0,1972,0,0,0,0,0,0,0,0,0,0,0,17,27,,0,3,0,0,1,0,0,0,0,0,0,
1973,0,0,0,370,0,0,0,Ravenclaw Guardian,,0,20,21,493,527,0,0,883,21,21,0,0.94,1.14286,0.0,0,31.0,38.0,0,94,1.0,2000,2000,1,0,0,0,0,0,0,0,34.2672,47.1174,100,6,0,1973,1973,0,0,0,0,0,0,0,3248,0,0,0,0,26,38,EventAI,0,3,0,0,1,706,0,0,8602131,0,0,
1974,0,0,0,828,0,0,0,Ravenclaw Drudger,,0,19,20,446,479,0,0,826,21,21,0,0.94,1.14286,0.0,0,28.0,36.0,0,90,1.0,2000,2000,1,0,0,0,0,0,0,0,28.6704,39.4218,100,6,0,1974,1974,0,0,0,0,0,0,0,3269,0,0,0,0,24,36,EventAI,0,3,0,0,1,0,0,0,8388624,0,0,
1975,0,0,0,5034,0,0,0,Eastvale Lumberjack,,0,8,8,334,334,0,0,20,11,11,0,0.95,1.14286,0.0,0,7.0,10.0,0,58,1.0,2000,2000,1,4096,0,0,0,0,0,0,13.5872,18.6824,100,7,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,,1,3,0,0,1,0,0,0,0,0,0,
1976,0,0,0,3167,0,0,0,Stormwind City Patroller,,435,55,55,4667,5215,0,0,3791,11,11,1,1.0,1.14286,0.0,0,220.0,288.0,0,248,1.0,1600,2000,1,36864,0,0,0,0,0,0,301.34,422.17,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,689,,0,3,0,0,1,504,0,0,0,0,1024,guard_stormwind
1977,0,0,0,1570,0,0,0,Senator Mehr Stonehallow,,0,50,50,3517,3517,0,0,2999,57,57,2,1.2,1.14286,0.0,0,85.0,109.0,0,226,1.0,1510,1661,1,0,0,0,0,0,0,0,66.44,91.355,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,85,0,0,0,0,2,
1978,0,0,0,2684,0,0,0,Deathstalker Erland,,0,11,11,456,456,0,0,20,71,71,2,0.94,1.14286,0.0,0,12.0,14.0,0,64,1.0,2000,2000,1,36864,0,0,0,0,0,0,18.392,25.289,100,7,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,717,0,0,0,0,0,npc_deathstalker_erland
1981,0,0,0,3452,0,0,0,Dark Iron Ambusher,,0,10,10,197,197,0,0,512,54,54,0,0.97,1.14286,0.0,0,26.0,29.0,0,62,1.0,1890,2079,0,0,0,0,0,0,0,0,16.632,22.869,100,7,0,1981,0,0,0,0,0,0,0,100,0,0,0,0,0,3,13,,0,3,0,0,1,730,0,0,0,0,0,
1983,0,0,0,915,0,0,0,Nightlash,,0,14,14,298,298,0,0,642,70,70,0,0.94,1.14286,0.0,0,20.0,25.0,0,70,1.0,2000,2000,1,0,0,0,0,0,0,0,21.2784,29.2578,100,6,0,1983,0,0,0,0,0,0,0,0,3485,0,0,0,0,23,34,EventAI,0,3,0,0,1,0,0,0,8413718,0,0,
1984,0,0,0,8869,0,0,0,Young Thistle Boar,,0,1,2,42,54,0,0,16,189,189,0,0.55,1.14286,0.0,0,0.0,1.0,0,46,1.0,2000,2000,1,0,0,5,0,0,0,0,3.5024,4.8158,100,1,1,1984,0,100008,0,0,0,0,0,0,0,0,0,0,9083,0,0,,1,1,0,0,1,0,0,0,0,0,2,
1985,0,0,0,6807,0,0,0,Thistle Boar,,0,2,3,53,71,0,0,41,189,189,0,0.68,1.14286,0.0,0,3.0,5.0,0,48,1.0,2000,2000,1,0,0,5,0,0,0,0,3.5024,4.8158,100,1,1,1985,0,100008,0,0,0,0,0,0,0,0,0,0,9082,0,0,,1,1,0,0,1,0,0,0,0,0,2,
1986,0,0,0,709,0,0,0,Webwood Spider,,0,3,4,72,85,0,0,59,22,22,0,1.12,1.14286,0.0,0,3.0,5.0,0,50,1.0,2000,2000,1,0,0,3,0,0,0,0,5.2272,7.1874,100,1,1,1986,0,0,0,0,0,0,0,0,6751,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,generic_spell_ai
1988,0,0,0,6806,0,0,0,Grell,,0,2,3,55,72,0,0,41,189,189,0,0.78,1.14286,0.0,0,3.0,5.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,5.2272,7.1874,100,3,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,1,0,0,1,0,0,0,0,0,2,
1989,0,0,0,3023,0,0,0,Grellkin,,0,3,4,71,82,0,0,76,189,189,0,0.92,1.14286,0.0,0,3.0,5.0,0,50,1.0,2000,2000,1,0,0,0,0,0,0,0,6.9344,9.5348,100,3,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,,1,1,0,0,1,0,0,0,0,0,2,
1992,0,0,0,10034,0,0,0,Tarindrella,,0,7,7,228,228,0,0,20,79,79,2,0.94,1.14286,0.0,0,7.0,10.0,0,56,1.0,2000,2000,1,4864,0,0,0,0,0,0,11.9504,16.4318,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,1,0,1,0,0,0,0,0,2,
1993,0,0,0,6819,0,0,0,Greenpaw,,0,10,10,191,191,191,191,426,82,82,0,1.17,1.14286,0.0,0,12.0,14.0,0,62,1.0,2000,2000,2,0,0,0,0,0,0,0,18.1984,25.0228,100,7,0,1993,1993,0,0,0,0,0,0,0,0,0,0,0,0,9,17,EventAI,0,3,0,0,1,0,0,0,0,0,0,
1994,0,0,0,759,0,0,0,Githyiss the Vile,,0,5,5,102,102,0,0,120,22,22,0,0.65,1.14286,0.0,0,6.0,7.0,0,52,1.0,2000,2000,1,0,0,3,0,0,0,0,8.624,11.858,100,1,1,1994,0,0,0,0,0,0,0,0,0,0,0,0,5913,0,0,,1,1,0,0,1,0,0,0,0,0,0,
1995,0,0,0,10832,0,0,0,Strigid Owl,,0,5,6,102,119,0,0,174,15,15,0,0.8,1.14286,0.0,0,7.0,10.0,0,54,1.0,2000,2000,1,0,0,26,0,0,0,0,10.296,14.157,100,1,1,1995,0,0,0,0,0,0,0,0,0,0,0,0,5859,0,0,,1,3,0,0,1,0,0,0,0,0,2,
1996,0,0,0,4877,0,0,0,Strigid Screecher,,0,7,8,146,163,0,0,316,15,15,0,0.96,1.14286,0.0,0,9.0,13.0,0,58,1.0,2000,2000,1,0,0,26,0,0,0,0,13.4464,18.4888,100,1,1,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,0,0,0,0,0,2,
1997,0,0,0,10830,0,0,0,Strigid Hunter,,0,8,9,154,184,0,0,406,15,15,0,1.11,1.14286,0.0,0,11.0,15.0,0,60,1.0,2000,2000,1,0,0,26,0,0,0,0,15.048,20.691,100,1,1,1997,0,0,0,0,0,0,0,0,0,0,0,0,5860,0,0,,1,3,0,0,1,0,0,0,0,0,2,
1998,0,0,0,760,0,0,0,Webwood Lurker,,0,5,6,101,120,0,0,147,22,22,0,0.51,1.14286,0.0,0,7.0,10.0,0,54,1.0,2000,2000,1,0,0,3,0,0,0,0,10.296,14.157,100,1,1,1998,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,EventAI,1,1,0,0,1,0,0,0,0,0,0,
1999,0,0,0,759,0,0,0,Webwood Venomfang,,0,7,8,136,158,0,0,278,22,22,0,0.67,1.14286,0.0,0,9.0,13.0,0,58,1.0,2000,2000,1,0,0,3,0,0,0,0,13.4464,18.4888,100,1,1,1999,0,0,0,0,0,0,0,0,744,0,0,0,5882,0,0,,1,1,0,0,1,0,0,0,0,0,0,generic_spell_ai
